Nr;Sekunden;DemandHeat;DemandPower;ProductionPV
16164;14546700;25;3;58,4
16165;14547600;34;3;49,48
16166;14548500;44;3;49,48
16167;14549400;41;4;49,48
16168;14550300;49;6;49,48
16169;14551200;47;7;72,04
16170;14552100;62;8;72,04
16171;14553000;60;10;72,04
16172;14553900;77;10;72,04
16173;14554800;97;10;99,4
16174;14555700;86;10;99,4
16175;14556600;90;10;99,4
16176;14557500;80;10;99,4
16177;14558400;59;10;49,84
16178;14559300;57;10;49,84
16179;14560200;50;10;49,84
16180;14561100;72;10;49,84
16181;14562000;71;10;48,16
16182;14562900;78;10;48,16
16183;14563800;91;10;48,16
16184;14564700;92;10;48,16
16185;14565600;86;10;44,12
16186;14566500;85;10;44,12
16187;14567400;80;8;44,12
16188;14568300;73;10;44,12
16189;14569200;63;10;69,4
16190;14570100;64;10;69,4
16191;14571000;41;10;69,4
16192;14571900;40;10;69,4
16193;14572800;56;10;54,72
16194;14573700;36;10;54,72
16195;14574600;53;10;54,72
16196;14575500;48;10;54,72
16197;14576400;40;10;18,48
16198;14577300;47;10;18,48
16199;14578200;32;10;18,48
16200;14579100;43;10;18,48
16201;14580000;33;10;4,6
16202;14580900;36;10;4,6
16203;14581800;34;10;4,6
16204;14582700;39;10;4,6
16205;14583600;35;10;0,2
16206;14584500;33;10;0,2
16207;14585400;39;10;0,2
16208;14586300;45;10;0,2
16209;14587200;49;8;0
16210;14588100;61;8;0
16211;14589000;62;8;0
16212;14589900;59;8;0
16213;14590800;50;8;0
16214;14591700;48;8;0
16215;14592600;40;72;0
16216;14593500;43;36;0
16217;14594400;28;11;0
16218;14595300;27;64;0
16219;14596200;22;28;0
16220;14597100;16;28;0
16221;14598000;34;28;0
16222;14598900;19;28;0
16223;14599800;21;28;0
16224;14600700;24;28;0
16225;14601600;14;28;0
16226;14602500;19;28;0
16227;14603400;14;28;0
16228;14604300;12;3;0
16229;14605200;14;11;0
16230;14606100;13;28;0
16231;14607000;13;28;0
16232;14607900;18;28;0
16233;14608800;13;28;0
16234;14609700;12;28;0
16235;14610600;12;28;0
16236;14611500;13;28;0
16237;14612400;13;28;0
16238;14613300;18;28;0
16239;14614200;12;28;0
16240;14615100;13;0;0
16241;14616000;12;28;0
16242;14616900;18;28;0
16243;14617800;14;28;0
16244;14618700;27;28;0
16245;14619600;24;6;5,6
16246;14620500;56;6;5,6
16247;14621400;52;6;5,6
16248;14622300;36;6;5,6
16249;14623200;47;9;32,4
16250;14624100;31;11;32,4
16251;14625000;28;13;32,4
16252;14625900;45;13;32,4
16253;14626800;30;13;75,24
16254;14627700;38;13;75,24
16255;14628600;35;13;75,24
16256;14629500;36;13;75,24
16257;14630400;37;13;113,04
16258;14631300;55;13;113,04
16259;14632200;48;13;113,04
16260;14633100;48;13;113,04
16261;14634000;46;13;144,72
16262;14634900;45;13;144,72
16263;14635800;37;14;144,72
16264;14636700;45;16;144,72
16265;14637600;35;17;168,4
16266;14638500;43;18;168,4
16267;14639400;44;20;168,4
16268;14640300;48;20;168,4
16269;14641200;82;20;174,56
16270;14642100;67;20;174,56
16271;14643000;73;20;174,56
16272;14643900;71;20;174,56
16273;14644800;53;20;185,2
16274;14645700;53;20;185,2
16275;14646600;57;24;185,2
16276;14647500;64;20;185,2
16277;14648400;66;20;179,12
16278;14649300;74;20;179,12
16279;14650200;85;20;179,12
16280;14651100;91;20;179,12
16281;14652000;79;20;139,72
16282;14652900;80;20;139,72
16283;14653800;73;20;139,72
16284;14654700;60;20;139,72
16285;14655600;60;20;109,84
16286;14656500;54;20;109,84
16287;14657400;38;20;109,84
16288;14658300;42;20;109,84
16289;14659200;39;20;84,68
16290;14660100;43;20;84,68
16291;14661000;39;20;84,68
16292;14661900;38;20;84,68
16293;14662800;38;20;58,36
16294;14663700;41;20;58,36
16295;14664600;31;19;58,36
16296;14665500;39;18;58,36
16297;14666400;35;17;19,04
16298;14667300;29;16;19,04
16299;14668200;61;14;19,04
16300;14669100;26;13;19,04
16301;14670000;47;12;2,76
16302;14670900;52;11;2,76
16303;14671800;31;10;2,76
16304;14672700;86;10;2,76
16305;14673600;46;8;0
16306;14674500;74;8;0
16307;14675400;88;8;0
16308;14676300;59;8;0
16309;14677200;71;19;0
16310;14678100;56;8;0
16311;14679000;50;72;0
16312;14679900;38;36;0
16313;14680800;29;8;0
16314;14681700;29;64;0
16315;14682600;31;28;0
16316;14683500;4;3;0
16317;14684400;52;3;0
16318;14685300;13;28;0
16319;14686200;13;28;0
16320;14687100;13;28;0
16321;14688000;26;28;0
16322;14688900;17;28;0
16323;14689800;16;28;0
16324;14690700;13;28;0
16325;14691600;13;28;0
16326;14692500;13;28;0
16327;14693400;13;28;0
16328;14694300;17;28;0
16329;14695200;15;28;0
16330;14696100;13;28;0
16331;14697000;12;28;0
16332;14697900;12;28;0
16333;14698800;12;28;0
16334;14699700;12;28;0
16335;14700600;12;28;0
16336;14701500;13;0;0
16337;14702400;12;28;0
16338;14703300;18;28;0
16339;14704200;14;28;0
16340;14705100;27;28;0
16341;14706000;72;64;16,64
16342;14706900;23;3;16,64
16343;14707800;40;5;16,64
16344;14708700;20;7;16,64
16345;14709600;47;9;43,52
16346;14710500;31;11;43,52
16347;14711400;28;13;43,52
16348;14712300;45;13;43,52
16349;14713200;30;13;74,2
16350;14714100;38;13;74,2
16351;14715000;35;13;74,2
16352;14715900;36;13;74,2
16353;14716800;37;13;112,64
16354;14717700;55;13;112,64
16355;14718600;48;13;112,64
16356;14719500;48;13;112,64
16357;14720400;46;13;145,64
16358;14721300;45;13;145,64
16359;14722200;37;14;145,64
16360;14723100;45;16;145,64
16361;14724000;35;17;170,56
16362;14724900;43;18;170,56
16363;14725800;44;20;170,56
16364;14726700;48;20;170,56
16365;14727600;82;20;184,92
16366;14728500;67;20;184,92
16367;14729400;73;20;184,92
16368;14730300;71;20;184,92
16369;14731200;53;20;183,44
16370;14732100;53;20;183,44
16371;14733000;57;24;183,44
16372;14733900;64;20;183,44
16373;14734800;66;20;180,04
16374;14735700;74;20;180,04
16375;14736600;85;20;180,04
16376;14737500;91;20;180,04
16377;14738400;79;20;145,6
16378;14739300;80;20;145,6
16379;14740200;73;20;145,6
16380;14741100;60;20;145,6
16381;14742000;60;20;119,64
16382;14742900;54;20;119,64
16383;14743800;38;20;119,64
16384;14744700;42;20;119,64
16385;14745600;39;20;93,2
16386;14746500;43;20;93,2
16387;14747400;39;20;93,2
16388;14748300;38;20;93,2
16389;14749200;38;20;60,08
16390;14750100;41;20;60,08
16391;14751000;31;19;60,08
16392;14751900;39;18;60,08
16393;14752800;35;17;16,36
16394;14753700;29;16;16,36
16395;14754600;61;14;16,36
16396;14755500;26;13;16,36
16397;14756400;47;12;1,96
16398;14757300;52;11;1,96
16399;14758200;31;10;1,96
16400;14759100;86;10;1,96
16401;14760000;46;8;0
16402;14760900;74;8;0
16403;14761800;88;8;0
16404;14762700;59;8;0
16405;14763600;71;6;0
16406;14764500;56;8;0
16407;14765400;50;72;0
16408;14766300;38;36;0
16409;14767200;29;6;0
16410;14768100;29;64;0
16411;14769000;31;28;0
16412;14769900;24;28;0
16413;14770800;16;28;0
16414;14771700;13;28;0
16415;14772600;13;28;0
16416;14773500;13;28;0
16417;14774400;26;28;0
16418;14775300;17;28;0
16419;14776200;16;28;0
16420;14777100;13;28;0
16421;14778000;13;28;0
16422;14778900;13;28;0
16423;14779800;13;28;0
16424;14780700;17;28;0
16425;14781600;15;28;0
16426;14782500;13;28;0
16427;14783400;12;28;0
16428;14784300;12;28;0
16429;14785200;12;28;0
16430;14786100;12;28;0
16431;14787000;12;28;0
16432;14787900;13;0;0
16433;14788800;12;28;0
16434;14789700;18;28;0
16435;14790600;14;28;0
16436;14791500;27;28;0
16437;14792400;21;3;17,96
16438;14793300;23;3;17,96
16439;14794200;40;5;17,96
16440;14795100;20;7;17,96
16441;14796000;47;9;41,64
16442;14796900;31;11;41,64
16443;14797800;28;13;41,64
16444;14798700;45;13;41,64
16445;14799600;30;13;73,32
16446;14800500;38;13;73,32
16447;14801400;35;13;73,32
16448;14802300;36;13;73,32
16449;14803200;37;13;113,32
16450;14804100;55;13;113,32
16451;14805000;48;13;113,32
16452;14805900;48;13;113,32
16453;14806800;46;13;144,52
16454;14807700;45;13;144,52
16455;14808600;37;14;144,52
16456;14809500;45;16;144,52
16457;14810400;35;52;170
16458;14811300;43;88;170
16459;14812200;44;24;170
16460;14813100;48;24;170
16461;14814000;82;20;186,48
16462;14814900;67;20;186,48
16463;14815800;73;20;186,48
16464;14816700;71;20;186,48
16465;14817600;53;20;188,88
16466;14818500;53;20;188,88
16467;14819400;57;24;188,88
16468;14820300;64;20;188,88
16469;14821200;66;20;180,12
16470;14822100;74;20;180,12
16471;14823000;85;20;180,12
16472;14823900;91;20;180,12
16473;14824800;79;20;145,12
16474;14825700;80;20;145,12
16475;14826600;73;20;145,12
16476;14827500;60;20;145,12
16477;14828400;60;20;120,64
16478;14829300;54;20;120,64
16479;14830200;38;20;120,64
16480;14831100;42;20;120,64
16481;14832000;39;20;92,56
16482;14832900;43;20;92,56
16483;14833800;39;20;92,56
16484;14834700;38;20;92,56
16485;14835600;38;20;55,96
16486;14836500;41;20;55,96
16487;14837400;31;19;55,96
16488;14838300;39;18;55,96
16489;14839200;35;17;13,32
16490;14840100;29;16;13,32
16491;14841000;61;14;13,32
16492;14841900;26;13;13,32
16493;14842800;47;12;1,48
16494;14843700;52;11;1,48
16495;14844600;31;10;1,48
16496;14845500;86;10;1,48
16497;14846400;46;8;0
16498;14847300;74;8;0
16499;14848200;88;8;0
16500;14849100;59;8;0
16501;14850000;71;7;0
16502;14850900;56;8;0
16503;14851800;50;72;0
16504;14852700;38;36;0
16505;14853600;29;6;0
16506;14854500;29;64;0
16507;14855400;31;28;0
16508;14856300;24;28;0
16509;14857200;16;28;0
16510;14858100;13;28;0
16511;14859000;13;28;0
16512;14859900;13;28;0
16513;14860800;26;28;0
16514;14861700;17;28;0
16515;14862600;16;28;0
16516;14863500;13;28;0
16517;14864400;13;28;0
16518;14865300;13;28;0
16519;14866200;13;28;0
16520;14867100;17;28;0
16521;14868000;15;28;0
16522;14868900;13;28;0
16523;14869800;12;28;0
16524;14870700;12;28;0
16525;14871600;12;28;0
16526;14872500;12;28;0
16527;14873400;12;28;0
16528;14874300;13;0;0
16529;14875200;12;28;0
16530;14876100;18;28;0
16531;14877000;14;28;0
16532;14877900;27;28;0
16533;14878800;21;3;12,68
16534;14879700;23;3;12,68
16535;14880600;40;5;12,68
16536;14881500;20;7;12,68
16537;14882400;47;9;29,52
16538;14883300;31;11;29,52
16539;14884200;28;13;29,52
16540;14885100;45;13;29,52
16541;14886000;30;13;66,36
16542;14886900;38;13;66,36
16543;14887800;35;13;66,36
16544;14888700;36;13;66,36
16545;14889600;37;13;107,44
16546;14890500;55;13;107,44
16547;14891400;48;13;107,44
16548;14892300;48;13;107,44
16549;14893200;46;13;144,12
16550;14894100;45;13;144,12
16551;14895000;37;14;144,12
16552;14895900;45;16;144,12
16553;14896800;35;17;173,24
16554;14897700;43;18;173,24
16555;14898600;44;20;173,24
16556;14899500;48;20;173,24
16557;14900400;82;20;191,88
16558;14901300;67;20;191,88
16559;14902200;73;20;191,88
16560;14903100;71;20;191,88
16561;14904000;53;20;195,6
16562;14904900;53;20;195,6
16563;14905800;57;24;195,6
16564;14906700;64;20;195,6
16565;14907600;66;20;183,6
16566;14908500;74;20;183,6
16567;14909400;85;20;183,6
16568;14910300;91;20;183,6
16569;14911200;79;20;147,88
16570;14912100;80;20;147,88
16571;14913000;73;20;147,88
16572;14913900;60;20;147,88
16573;14914800;60;20;125,76
16574;14915700;54;20;125,76
16575;14916600;38;20;125,76
16576;14917500;42;20;125,76
16577;14918400;39;20;96,52
16578;14919300;43;20;96,52
16579;14920200;39;20;96,52
16580;14921100;38;20;96,52
16581;14922000;38;20;62,56
16582;14922900;41;20;62,56
16583;14923800;31;19;62,56
16584;14924700;39;18;62,56
16585;14925600;35;17;18,32
16586;14926500;29;16;18,32
16587;14927400;61;14;18,32
16588;14928300;26;13;18,32
16589;14929200;47;12;2,56
16590;14930100;52;11;2,56
16591;14931000;31;10;2,56
16592;14931900;86;10;2,56
16593;14932800;46;8;0
16594;14933700;74;8;0
16595;14934600;88;8;0
16596;14935500;59;8;0
16597;14936400;71;6;0
16598;14937300;56;8;0
16599;14938200;50;72;0
16600;14939100;38;36;0
16601;14940000;29;6;0
16602;14940900;29;64;0
16603;14941800;31;28;0
16604;14942700;24;28;0
16605;14943600;16;28;0
16606;14944500;13;28;0
16607;14945400;13;28;0
16608;14946300;13;28;0
16609;14947200;26;28;0
16610;14948100;17;28;0
16611;14949000;16;28;0
16612;14949900;13;28;0
16613;14950800;13;28;0
16614;14951700;13;28;0
16615;14952600;13;28;0
16616;14953500;17;28;0
16617;14954400;15;28;0
16618;14955300;13;28;0
16619;14956200;12;28;0
16620;14957100;12;28;0
16621;14958000;12;28;0
16622;14958900;12;28;0
16623;14959800;12;28;0
16624;14960700;13;0;0
16625;14961600;12;28;0
16626;14962500;18;28;0
16627;14963400;14;28;0
16628;14964300;27;28;0
16629;14965200;84;2;7,2
16630;14966100;23;3;7,2
16631;14967000;40;5;7,2
16632;14967900;20;7;7,2
16633;14968800;47;9;36,92
16634;14969700;31;11;36,92
16635;14970600;28;13;36,92
16636;14971500;45;13;36,92
16637;14972400;30;13;78,44
16638;14973300;38;13;78,44
16639;14974200;35;13;78,44
16640;14975100;36;13;78,44
16641;14976000;37;13;119,04
16642;14976900;55;13;119,04
16643;14977800;48;13;119,04
16644;14978700;48;13;119,04
16645;14979600;46;13;133,8
16646;14980500;45;13;133,8
16647;14981400;37;14;133,8
16648;14982300;45;16;133,8
16649;14983200;35;17;149,64
16650;14984100;43;18;149,64
16651;14985000;44;20;149,64
16652;14985900;48;20;149,64
16653;14986800;82;20;163,24
16654;14987700;67;20;163,24
16655;14988600;73;20;163,24
16656;14989500;71;20;163,24
16657;14990400;53;20;169,28
16658;14991300;53;20;169,28
16659;14992200;57;24;169,28
16660;14993100;64;20;169,28
16661;14994000;66;20;159,96
16662;14994900;74;20;159,96
16663;14995800;85;20;159,96
16664;14996700;91;20;159,96
16665;14997600;79;20;125,32
16666;14998500;80;20;125,32
16667;14999400;73;20;125,32
16668;15000300;60;20;125,32
16669;15001200;60;20;116,88
16670;15002100;54;20;116,88
16671;15003000;38;20;116,88
16672;15003900;42;20;116,88
16673;15004800;39;20;85,8
16674;15005700;43;20;85,8
16675;15006600;39;20;85,8
16676;15007500;38;20;85,8
16677;15008400;38;20;51,2
16678;15009300;41;20;51,2
16679;15010200;31;19;51,2
16680;15011100;39;18;51,2
16681;15012000;35;17;20,96
16682;15012900;29;16;20,96
16683;15013800;61;14;20,96
16684;15014700;26;13;20,96
16685;15015600;47;12;3,48
16686;15016500;52;11;3,48
16687;15017400;31;10;3,48
16688;15018300;86;10;3,48
16689;15019200;46;8;0
16690;15020100;74;8;0
16691;15021000;88;8;0
16692;15021900;59;8;0
16693;15022800;71;19;0
16694;15023700;56;8;0
16695;15024600;50;72;0
16696;15025500;38;36;0
16697;15026400;29;8;0
16698;15027300;29;64;0
16699;15028200;31;28;0
16700;15029100;24;28;0
16701;15030000;16;28;0
16702;15030900;13;28;0
16703;15031800;19;28;0
16704;15032700;13;28;0
16705;15033600;32;28;0
16706;15034500;23;28;0
16707;15035400;16;28;0
16708;15036300;31;28;0
16709;15037200;14;28;0
16710;15038100;19;28;0
16711;15039000;25;28;0
16712;15039900;17;28;0
16713;15040800;21;28;0
16714;15041700;13;28;0
16715;15042600;12;28;0
16716;15043500;12;28;0
16717;15044400;12;28;0
16718;15045300;12;28;0
16719;15046200;18;28;0
16720;15047100;12;28;0
16721;15048000;12;28;0
16722;15048900;12;28;0
16723;15049800;12;28;0
16724;15050700;12;28;0
16725;15051600;18;3;14,44
16726;15052500;12;3;14,44
16727;15053400;12;4;14,44
16728;15054300;13;5;14,44
16729;15055200;12;6;23,32
16730;15056100;13;7;23,32
16731;15057000;13;8;23,32
16732;15057900;13;8;23,32
16733;15058800;15;8;54,36
16734;15059700;22;8;54,36
16735;15060600;16;8;54,36
16736;15061500;24;8;54,36
16737;15062400;26;8;83,6
16738;15063300;20;8;83,6
16739;15064200;41;8;83,6
16740;15065100;25;8;83,6
16741;15066000;34;8;69,96
16742;15066900;44;8;69,96
16743;15067800;41;9;69,96
16744;15068700;49;10;69,96
16745;15069600;47;12;103,52
16746;15070500;62;13;103,52
16747;15071400;60;14;103,52
16748;15072300;77;14;103,52
16749;15073200;97;14;129,28
16750;15074100;86;14;129,28
16751;15075000;90;14;129,28
16752;15075900;80;14;129,28
16753;15076800;59;14;147,88
16754;15077700;57;14;147,88
16755;15078600;50;14;147,88
16756;15079500;72;14;147,88
16757;15080400;71;14;115,2
16758;15081300;78;14;115,2
16759;15082200;91;14;115,2
16760;15083100;92;14;115,2
16761;15084000;86;14;106,48
16762;15084900;85;14;106,48
16763;15085800;80;84;106,48
16764;15086700;73;14;106,48
16765;15087600;63;14;117,2
16766;15088500;64;14;117,2
16767;15089400;41;14;117,2
16768;15090300;40;14;117,2
16769;15091200;56;14;94,16
16770;15092100;36;14;94,16
16771;15093000;53;14;94,16
16772;15093900;48;14;94,16
16773;15094800;40;14;62,28
16774;15095700;47;14;62,28
16775;15096600;32;13;62,28
16776;15097500;43;12;62,28
16777;15098400;33;11;22,48
16778;15099300;36;11;22,48
16779;15100200;34;10;22,48
16780;15101100;39;10;22,48
16781;15102000;35;10;2,76
16782;15102900;33;10;2,76
16783;15103800;39;10;2,76
16784;15104700;45;10;2,76
16785;15105600;49;8;0
16786;15106500;61;8;0
16787;15107400;62;8;0
16788;15108300;59;8;0
16789;15109200;50;8;0
16790;15110100;48;8;0
16791;15111000;40;72;0
16792;15111900;43;36;0
16793;15112800;28;11;0
16794;15113700;27;64;0
16795;15114600;22;28;0
16796;15115500;16;28;0
16797;15116400;34;28;0
16798;15117300;19;28;0
16799;15118200;27;28;0
16800;15119100;25;28;0
16801;15120000;20;28;0
16802;15120900;25;28;0
16803;15121800;14;28;0
16804;15122700;31;28;0
16805;15123600;14;28;0
16806;15124500;19;28;0
16807;15125400;25;28;0
16808;15126300;18;28;0
16809;15127200;19;28;0
16810;15128100;12;28;0
16811;15129000;12;28;0
16812;15129900;13;28;0
16813;15130800;13;28;0
16814;15131700;18;28;0
16815;15132600;18;28;0
16816;15133500;12;28;0
16817;15134400;12;28;0
16818;15135300;12;28;0
16819;15136200;12;28;0
16820;15137100;12;28;0
16821;15138000;18;3;18,12
16822;15138900;12;3;18,12
16823;15139800;12;3;18,12
16824;15140700;13;3;18,12
16825;15141600;12;3;43,84
16826;15142500;13;3;43,84
16827;15143400;13;3;43,84
16828;15144300;13;3;43,84
16829;15145200;15;3;76,6
16830;15146100;22;3;76,6
16831;15147000;16;3;76,6
16832;15147900;24;3;76,6
16833;15148800;26;3;115,92
16834;15149700;20;3;115,92
16835;15150600;41;3;115,92
16836;15151500;25;3;115,92
16837;15152400;34;3;146,84
16838;15153300;44;3;146,84
16839;15154200;41;4;146,84
16840;15155100;49;6;146,84
16841;15156000;47;7;172,6
16842;15156900;62;8;172,6
16843;15157800;60;10;172,6
16844;15158700;77;10;172,6
16845;15159600;97;10;185,92
16846;15160500;86;10;185,92
16847;15161400;90;10;185,92
16848;15162300;80;10;185,92
16849;15163200;59;10;188,4
16850;15164100;57;10;188,4
16851;15165000;50;10;188,4
16852;15165900;72;10;188,4
16853;15166800;71;10;179,2
16854;15167700;78;10;179,2
16855;15168600;91;10;179,2
16856;15169500;92;10;179,2
16857;15170400;86;10;125,2
16858;15171300;85;10;125,2
16859;15172200;80;8;125,2
16860;15173100;73;10;125,2
16861;15174000;63;10;61,96
16862;15174900;64;10;61,96
16863;15175800;41;10;61,96
16864;15176700;40;10;61,96
16865;15177600;56;10;40,68
16866;15178500;36;10;40,68
16867;15179400;53;10;40,68
16868;15180300;48;10;40,68
16869;15181200;40;10;39,84
16870;15182100;47;10;39,84
16871;15183000;32;10;39,84
16872;15183900;43;10;39,84
16873;15184800;33;10;0,56
16874;15185700;36;10;0,56
16875;15186600;34;10;0,56
16876;15187500;39;10;0,56
16877;15188400;35;8;0
16878;15189300;33;8;0
16879;15190200;39;8;0
16880;15191100;45;8;0
16881;15192000;49;8;0
16882;15192900;61;8;0
16883;15193800;62;8;0
16884;15194700;59;8;0
16885;15195600;50;8;0
16886;15196500;48;8;0
16887;15197400;40;72;0
16888;15198300;43;36;0
16889;15199200;28;11;0
16890;15200100;27;64;0
16891;15201000;22;28;0
16892;15201900;16;28;0
16893;15202800;34;28;0
16894;15203700;19;28;0
16895;15204600;21;28;0
16896;15205500;24;28;0
16897;15206400;14;28;0
16898;15207300;19;28;0
16899;15208200;14;28;0
16900;15209100;13;28;0
16901;15210000;14;11;0
16902;15210900;13;28;0
16903;15211800;13;28;0
16904;15212700;18;28;0
16905;15213600;13;28;0
16906;15214500;12;28;0
16907;15215400;12;28;0
16908;15216300;13;28;0
16909;15217200;13;28;0
16910;15218100;18;28;0
16911;15219000;12;28;0
16912;15219900;13;0;0
16913;15220800;12;28;0
16914;15221700;18;28;0
16915;15222600;14;28;0
16916;15223500;27;28;0
16917;15224400;21;3;0,28
16918;15225300;23;3;0,28
16919;15226200;40;5;0,28
16920;15227100;20;7;0,28
16921;15228000;47;9;19,36
16922;15228900;31;11;19,36
16923;15229800;28;13;19,36
16924;15230700;45;13;19,36
16925;15231600;30;13;28,24
16926;15232500;38;13;28,24
16927;15233400;35;13;28,24
16928;15234300;36;13;28,24
16929;15235200;37;13;19,08
16930;15236100;55;13;19,08
16931;15237000;48;13;19,08
16932;15237900;48;13;19,08
16933;15238800;46;13;59,72
16934;15239700;45;13;59,72
16935;15240600;37;14;59,72
16936;15241500;45;16;59,72
16937;15242400;35;17;144,12
16938;15243300;43;18;144,12
16939;15244200;44;20;144,12
16940;15245100;48;20;144,12
16941;15246000;82;20;143,6
16942;15246900;67;20;143,6
16943;15247800;73;20;143,6
16944;15248700;71;20;143,6
16945;15249600;53;20;138,48
16946;15250500;53;20;138,48
16947;15251400;57;24;138,48
16948;15252300;64;20;138,48
16949;15253200;66;20;109,16
16950;15254100;74;20;109,16
16951;15255000;85;20;109,16
16952;15255900;91;20;109,16
16953;15256800;79;20;78,8
16954;15257700;80;20;78,8
16955;15258600;73;20;78,8
16956;15259500;60;20;78,8
16957;15260400;60;20;32,96
16958;15261300;54;20;32,96
16959;15262200;38;20;32,96
16960;15263100;42;20;32,96
16961;15264000;39;20;6,8
16962;15264900;43;20;6,8
16963;15265800;39;20;6,8
16964;15266700;38;20;6,8
16965;15267600;38;20;8,08
16966;15268500;41;20;8,08
16967;15269400;31;19;8,08
16968;15270300;39;18;8,08
16969;15271200;35;17;2,44
16970;15272100;29;16;2,44
16971;15273000;61;14;2,44
16972;15273900;26;13;2,44
16973;15274800;47;12;0,52
16974;15275700;52;11;0,52
16975;15276600;31;10;0,52
16976;15277500;86;10;0,52
16977;15278400;46;8;0
16978;15279300;74;8;0
16979;15280200;88;8;0
16980;15281100;59;8;0
16981;15282000;71;19;0
16982;15282900;56;8;0
16983;15283800;50;72;0
16984;15284700;38;36;0
16985;15285600;29;8;0
16986;15286500;29;64;0
16987;15287400;31;28;0
16988;15288300;24;28;0
16989;15289200;16;28;0
16990;15290100;13;28;0
16991;15291000;13;28;0
16992;15291900;13;28;0
16993;15292800;26;28;0
16994;15293700;17;28;0
16995;15294600;16;28;0
16996;15295500;13;28;0
16997;15296400;13;28;0
16998;15297300;13;28;0
16999;15298200;13;28;0
17000;15299100;17;28;0
17001;15300000;15;28;0
17002;15300900;13;28;0
17003;15301800;12;28;0
17004;15302700;12;28;0
17005;15303600;12;28;0
17006;15304500;12;28;0
17007;15305400;12;28;0
17008;15306300;13;0;0
17009;15307200;12;28;0
17010;15308100;18;28;0
17011;15309000;14;28;0
17012;15309900;27;28;0
17013;15310800;21;3;5,08
17014;15311700;23;3;5,08
17015;15312600;40;5;5,08
17016;15313500;20;7;5,08
17017;15314400;47;9;1,64
17018;15315300;31;11;1,64
17019;15316200;28;13;1,64
17020;15317100;45;13;1,64
17021;15318000;30;13;4,28
17022;15318900;38;13;4,28
17023;15319800;35;13;4,28
17024;15320700;36;13;4,28
17025;15321600;37;13;8,96
17026;15322500;55;13;8,96
17027;15323400;48;13;8,96
17028;15324300;48;13;8,96
17029;15325200;46;13;19,08
17030;15326100;45;13;19,08
17031;15327000;37;14;19,08
17032;15327900;45;16;19,08
17033;15328800;35;17;30,88
17034;15329700;43;18;30,88
17035;15330600;44;20;30,88
17036;15331500;48;20;30,88
17037;15332400;82;20;33,76
17038;15333300;67;20;33,76
17039;15334200;73;20;33,76
17040;15335100;71;20;33,76
17041;15336000;53;20;51,68
17042;15336900;53;20;51,68
17043;15337800;57;24;51,68
17044;15338700;64;20;51,68
17045;15339600;66;20;97,88
17046;15340500;74;20;97,88
17047;15341400;85;20;97,88
17048;15342300;91;20;97,88
17049;15343200;79;20;93,04
17050;15344100;80;20;93,04
17051;15345000;73;20;93,04
17052;15345900;60;20;93,04
17053;15346800;60;24;108
17054;15347700;54;24;108
17055;15348600;38;24;108
17056;15349500;42;24;108
17057;15350400;39;20;62,32
17058;15351300;43;20;62,32
17059;15352200;39;20;62,32
17060;15353100;38;20;62,32
17061;15354000;38;20;40,6
17062;15354900;41;20;40,6
17063;15355800;31;19;40,6
17064;15356700;39;18;40,6
17065;15357600;35;17;22,48
17066;15358500;29;16;22,48
17067;15359400;61;14;22,48
17068;15360300;26;13;22,48
17069;15361200;47;12;2,4
17070;15362100;52;11;2,4
17071;15363000;31;10;2,4
17072;15363900;86;10;2,4
17073;15364800;46;8;0
17074;15365700;74;8;0
17075;15366600;88;8;0
17076;15367500;59;8;0
17077;15368400;71;6;0
17078;15369300;56;8;0
17079;15370200;50;72;0
17080;15371100;38;36;0
17081;15372000;29;6;0
17082;15372900;29;64;0
17083;15373800;31;28;0
17084;15374700;24;28;0
17085;15375600;16;28;0
17086;15376500;13;28;0
17087;15377400;13;28;0
17088;15378300;13;28;0
17089;15379200;26;28;0
17090;15380100;17;28;0
17091;15381000;16;28;0
17092;15381900;13;28;0
17093;15382800;13;28;0
17094;15383700;13;28;0
17095;15384600;13;28;0
17096;15385500;17;28;0
17097;15386400;15;28;0
17098;15387300;13;28;0
17099;15388200;12;28;0
17100;15389100;12;28;0
17101;15390000;12;28;0
17102;15390900;12;28;0
17103;15391800;12;28;0
17104;15392700;13;0;0
17105;15393600;12;28;0
17106;15394500;18;28;0
17107;15395400;14;28;0
17108;15396300;27;28;0
17109;15397200;21;3;0,4
17110;15398100;23;3;0,4
17111;15399000;40;5;0,4
17112;15399900;20;7;0,4
17113;15400800;47;9;12,76
17114;15401700;31;11;12,76
17115;15402600;28;13;12,76
17116;15403500;45;13;12,76
17117;15404400;30;13;34,52
17118;15405300;38;13;34,52
17119;15406200;35;13;34,52
17120;15407100;36;13;34,52
17121;15408000;37;13;72,2
17122;15408900;55;13;72,2
17123;15409800;48;13;72,2
17124;15410700;48;13;72,2
17125;15411600;46;13;100,24
17126;15412500;45;13;100,24
17127;15413400;37;14;100,24
17128;15414300;45;16;100,24
17129;15415200;35;17;109,76
17130;15416100;43;18;109,76
17131;15417000;44;20;109,76
17132;15417900;48;20;109,76
17133;15418800;82;20;91,52
17134;15419700;67;20;91,52
17135;15420600;73;20;91,52
17136;15421500;71;20;91,52
17137;15422400;53;20;100,32
17138;15423300;53;20;100,32
17139;15424200;57;24;100,32
17140;15425100;64;20;100,32
17141;15426000;66;20;143,28
17142;15426900;74;20;143,28
17143;15427800;85;20;143,28
